tweet,cmi,pp_en,pp_my,perp_ratio,particle_count,manglish_patterns,grammar_patterns,manglish_score,en_words,my_words,unknown_words,category,pp_diff
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
nothing can justify targeting schools this is a clear act of genocide and must stop my heart bleeds to see the pi,0.0,12458.987901629294,24904.78299002904,1.9989411007271447,0,0,0,0.0,22,0,0,Monolingual English,12445.795088399747
real shit in georgetown may hrssoundmaker studio upial sg on your markcheck your head,9.090909090909093,29641.191844898054,43194.2502004676,1.4572372941846583,0,0,0,0.0,10,1,3,Weak Code-Mixing,13553.058355569545
rt if you want to be my flatmate to get in to your room and seeing in doggy style,0.0,5076.627929279179,25521.88854152767,5.0273309167157105,0,0,0,0.0,18,0,1,Monolingual English,20445.260612248494
apa musa aman buat selama tahun jadi ketua menteri sabah,19.999999999999996,44643.9040239527,6152.546939966806,0.13781381970236728,0,0,0,0.0,2,8,0,Monolingual Malay,-38491.357083985895
whos dick can i ride like this,0.0,19402.354341585822,31356.30069793696,1.6161080323499597,0,0,1,0.14285714285714285,7,0,0,Basilect (Manglish),11953.946356351138
gak segampang itu mbaaak ya allaaah ni orang batu banget dikasih tauuumbak pikir unicef ini perusahaan kelas teri,35.71428571428571,43743.598146776865,42321.18579913909,0.967482959612398,0,0,0,0.0,5,9,4,Mesolect (Strong Mixing),-1422.4123476377717
goes to turkiye episode is out nowhari kedua di cappadocia harus menghadapi cuaca yang cukup ekstrem sa,46.666666666666664,34277.685044781334,33833.828484863494,0.9870511512274539,0,0,0,0.0,8,7,2,Mesolect (Strong Mixing),-443.85655991784006
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
just listed morning mist drive beaufortbeautifully remodeled brick home in the desirable shell point ne,0.0,23734.5891960222,31611.991800695676,1.3318954686602997,0,0,0,0.0,12,0,3,Monolingual English,7877.402604673476
sakit kepalaaa weh mana nak dapat duit,50.0,45464.36655202186,7760.488131753988,0.17069385807617438,0,0,0,0.0,3,3,1,Monolingual Malay,-37703.878420267865
bahagia ketika mencintai diri sendiri dengan sepenuh x tidak ada lagi kalimat berkorban hanya untuk sesorang yang,17.647058823529417,43815.739509306666,15901.801808028866,0.3629244190812128,0,0,0,0.0,3,14,0,Monolingual Malay,-27913.9377012778
adding to our traders delightnew favorite available to trade,12.5,28928.559973999636,38081.83173568875,1.316409519516902,0,0,0,0.0,7,1,1,Weak Code-Mixing,9153.271761689113
tak kiro lanang bangke,33.333333333333336,47321.73791527941,18199.02007168736,0.3845805516329356,0,0,0,0.0,1,2,1,Monolingual Malay,-29122.71784359205
i want to blend and merge with nature,0.0,8246.966907683347,17976.743999744933,2.1798006710802693,0,0,0,0.0,8,0,0,Monolingual English,9729.777092061586
internet off in the whole lahore now what a shame in this age to cursh public protest can go to any le,4.761904761904767,11682.694996432776,24448.03517167529,2.0926708417142033,0,0,0,0.0,20,1,1,Monolingual English,12765.340175242512
i want to say it that by starting the kanya yojana chief minister shivraj singh chouhan has taken a really commend,6.25,11944.94890293295,28473.993806793438,2.3837685734931826,0,0,0,0.0,15,1,5,Monolingual English,16529.044903860486
the best captain marvel is byke and already going up against thanos i see vell captain marvel,6.666666666666665,21401.348698048947,28672.63723117786,1.3397584253085788,0,1,0,0.08823529411764706,14,1,2,Weak Code-Mixing,7271.288533128914
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
menuju akhir pekan kek lama bgt giliran menuju awal minggu nggasik bgt ada apasih apakah ini pressure,15.384615384615385,42156.20576218772,46562.885757961965,1.104532177792121,0,0,0,0.0,2,11,4,Weak Code-Mixing,4406.679995774248
afc champions leaguekawasaki frontale vs johor darul photos at,50.0,41956.36828971078,46054.44203348703,1.0976746537135638,0,0,0,0.0,4,4,1,Mesolect (Strong Mixing),4098.073743776251
an another woman whose was also completely damaged she said the same thing that we didnt get an,0.0,14782.083594136186,28443.98108629975,1.9242200130422087,0,0,0,0.0,18,0,0,Monolingual English,13661.897492163565
if you have something to say pull up look into my eyes and file a complaint never seen anyone raise a fist,0.0,13800.264008831122,31691.161767434587,2.2964170647137365,0,1,0,0.06818181818181818,21,0,1,Monolingual English,17890.897758603467
kawasaki frontale vs johor darul live,33.333333333333336,45926.10120708958,22203.990504119905,0.483472141560588,0,0,0,0.0,2,4,0,Mesolect (Strong Mixing),-23722.110702969676
watch out they might try to cancel mrs frizzle next,0.0,24459.87361798194,40633.80647022275,1.6612435168246482,0,0,0,0.0,9,0,1,Monolingual English,16173.93285224081
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
justice and a truly independent ag free malaysia today free malaysia today,0.0,25752.14509239472,33551.567047307624,1.3028649429758097,0,0,0,0.0,12,0,0,Monolingual English,7799.421954912905
promo spesial ramadan yuk buruan reservasi layanan servis kompor gas di teknik sekarang juga laya,33.333333333333336,43972.84243379871,51453.2757970004,1.1701148470095721,0,0,0,0.0,4,8,3,Mesolect (Strong Mixing),7480.433363201693
serupa tergelincir tertekan air panas cuckoo habis satu badan melecur,19.999999999999996,44646.09831990066,31163.329940527034,0.6980079136419457,0,0,0,0.0,2,8,0,Weak Code-Mixing,-13482.768379373625
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
dulu selalu keluar iklan dekat twitter then aku rasa cm eee ape ni so ter i dont like this ad,44.99999999999999,30276.319951631493,20661.66972321304,0.6824366288974842,0,0,1,0.05,11,9,0,Mesolect (Strong Mixing),-9614.650228418453
please sale needs to be done by today no more extension,9.090909090909093,11281.303598418475,22924.611564000472,2.032088877318599,0,1,0,0.13636363636363635,10,1,0,Monolingual English,11643.307965581997
ini nanti kalau isinya gambar batu lampu disco boneka maung dan teman yang lain ga tau bilang lagi deh,38.888888888888886,43679.896718145115,25158.982752015127,0.5759853992869861,0,1,0,0.07894736842105263,7,11,1,Mesolect (Strong Mixing),-18520.91396612999
celebrating k followers with off,0.0,39390.88447133196,47625.91534987861,1.2090593036706239,0,0,0,0.0,5,0,0,Monolingual English,8235.030878546648
lol buka jaket keluarkan pass ingat level cia buat malu,40.0,39372.47051475069,31454.009394412213,0.7988833055987211,0,0,0,0.0,4,6,0,Mesolect (Strong Mixing),-7918.4611203384775
regular streamershourly streamersmeln and genie mass downloadbe a volunteer and support moonbyul comeback in moonb,0.0,43511.04555054418,53107.641189894624,1.2205553904284523,0,0,0,0.0,10,0,5,Monolingual English,9596.595639350446
esok dah bole pre order,40.0,46493.91197953484,16329.446847731411,0.3512168830817919,0,0,0,0.0,3,2,0,Monolingual Malay,-30164.465131803427
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
hello your day going jangan tidur terlalu larut love you,40.0,18738.42191120308,20932.94140374159,1.1171133568737974,0,0,0,0.0,6,4,0,Mesolect (Strong Mixing),2194.5194925385113
giveaway samsung galaxy idr like rt follow proof ends in hours g,0.0,42566.097204054364,49501.63283721379,1.1629356715489252,0,0,0,0.0,10,0,2,Monolingual English,6935.535633159423
siapa yg tak sihat boleh cuba tonik tok ayah utk tempahan sila klik link wasap,21.42857142857143,43974.19882787107,15617.465893715847,0.35515066357087144,0,0,0,0.0,3,11,1,Monolingual Malay,-28356.732934155225
nairobians who is the best fit for governor nairobi sakaja retweet polycarp igathe like emgwen,11.111111111111116,18388.802362442882,27915.977100582488,1.5180965323548106,0,0,0,0.0,8,1,6,Weak Code-Mixing,9527.174738139605
perak dapet yahoo atau gmail gt nggak sih butuh aja,25.0,44643.9040239527,39537.868367439485,0.885627483345236,0,0,0,0.0,2,6,2,Mesolect (Strong Mixing),-5106.035656513217
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
dah lama x keje malam hahaha arini ade migration malam nasib baik wfh je huhu,46.666666666666664,41063.28731808032,16183.77524074325,0.39411786775330754,0,0,0,0.0,7,8,0,Monolingual Malay,-24879.512077337073
hicom teck see manufacturing m sdn bhd tanjong malim perak operator pengeluaran sprayer pemandu forklift,25.0,44011.328738716446,35854.03371539786,0.8146546524021968,0,0,0,0.0,3,9,3,Mesolect (Strong Mixing),-8157.295023318584
allahuuu thank you da ado lagi tu buleh check out ejahhh,33.333333333333336,25064.094601600722,24900.183103068957,0.9934603064209111,0,0,0,0.0,6,3,2,Mesolect (Strong Mixing),-163.91149853176466
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
class is now in sessionexciting news boys we partnered up with project streamer to give away,0.0,19956.47461650242,40125.90386984264,2.0106709547116957,0,1,0,0.09375,15,0,1,Monolingual English,20169.42925334022
karnival kerjaya maya kini kembali lagi coway malaysia kampar perak telemarketer sales team lea,30.76923076923077,44074.826873219856,36809.935412077364,0.8351691435558041,0,0,0,0.0,4,9,1,Mesolect (Strong Mixing),-7264.891461142492
ini apaan lucu banget warna warni,40.0,45899.310624198966,26650.480587735234,0.5806292126244834,0,0,0,0.0,2,3,1,Mesolect (Strong Mixing),-19248.830036463733
tadi spion mobil saya disenggol oleh motor di tengah kemacetan saya cuek aja udah biasa tapi ini berbeda motor tsb berhent,17.647058823529417,43573.94866048446,31592.71115786924,0.7250366819869932,0,0,0,0.0,3,14,4,Weak Code-Mixing,-11981.237502615219
labuan bajo kini berstatus smart city berkat sentuhan kementerian kominfo yang mana dikomandani oleh johnny plate y,46.666666666666664,43816.715707364914,42777.25288084657,0.9762770255657564,0,0,0,0.0,7,8,2,Mesolect (Strong Mixing),-1039.462826518342
pertarungan dikamar tadi membuatku makin ingin dan ingin lagi sampai larut pagi tapi besok senin sudah mulai hard work agai,27.77777777777778,40897.53511629954,39266.79118417902,0.9601261071728844,0,0,0,0.0,5,13,2,Mesolect (Strong Mixing),-1630.7439321205238
hard working royals the truth of how many hours they really do,0.0,12723.342315823054,35751.2265726625,2.8098926905551704,0,0,0,0.0,12,0,0,Monolingual English,23027.884256839443
its not a loss when these people likely wouldnt of subbed in the first place maybe,0.0,11268.643380428943,26830.170075242353,2.3809583078864867,0,0,0,0.0,16,0,0,Monolingual English,15561.52669481341
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
the european version of personal trainer walking for the nintendo ds contains obscure official mario and luigi miis se,25.0,23669.44592134003,32280.7487211334,1.3638151407688655,0,0,0,0.0,12,4,3,Mesolect (Strong Mixing),8611.302799793371
kawasaki frontale vs johor darul live,33.333333333333336,45926.10120708958,22203.990504119905,0.483472141560588,0,0,0,0.0,2,4,0,Mesolect (Strong Mixing),-23722.110702969676
j t taiping problem tiada pekerja goodluck tunggu barang kredit foto taiping kini,30.76923076923077,44202.84961310043,37478.54826124904,0.8478762928022064,0,0,0,0.0,4,9,0,Mesolect (Strong Mixing),-6724.301351851391
good day sudipta kumar bera been chosen as the giveaway winner for spot,16.666666666666664,23957.844244748616,31033.561209788055,1.2953403024393726,0,0,0,0.0,10,2,1,Weak Code-Mixing,7075.716965039439
you may not recognize these pups because they never came to the ranch but all of these dogs were going to be euthanized,0.0,8228.53701005862,23913.823200472696,2.9062059478179747,0,0,0,0.0,20,0,3,Monolingual English,15685.286190414075
bila lagi dpt begini,25.0,47320.84783171117,7754.432515605129,0.16386926420216508,0,0,0,0.0,1,3,0,Monolingual Malay,-39566.415316106046
pekan ini bakal rilis special chapter gitu ayyy tentang kuroo ngumpulin anak monster generation,50.0,44076.691569594695,43690.357956620566,0.9912349679792974,0,0,0,0.0,5,5,4,Mesolect (Strong Mixing),-386.3336129741292
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
thank you stranger for the iftar,16.666666666666664,8860.629224178363,11306.680928078824,1.2760584651511904,0,0,0,0.0,5,1,0,Weak Code-Mixing,2446.051703900461
ecoin created worlds first blockchain based digital identity which will revolutionize how businesses interact wi,0.0,38251.573748323186,55276.510603795585,1.445078076198596,0,0,0,0.0,14,0,1,Monolingual English,17024.9368554724
nasib bukan black juga,50.0,47327.29957258058,9607.09332060151,0.20299263654095004,0,0,0,0.0,2,2,0,Monolingual Malay,-37720.20625197907
have a nice night jangan tidur terlalu larut,50.0,14129.865382154954,26286.349866718807,1.8603397241078217,0,0,0,0.0,4,4,0,Mesolect (Strong Mixing),12156.484484563853
kangen aku aku juga cape masaku bingung harus gimana sabar ndin ayang sedang mendaki gunung melewati lembah menyus,28.57142857142857,43741.10917008527,37873.35091095711,0.8658525499133628,0,0,0,0.0,4,10,4,Mesolect (Strong Mixing),-5867.758259128161
morning coffee and twitter,0.0,36648.676017566584,30466.643404110055,0.8313163452209479,0,0,0,0.0,4,0,0,Monolingual English,-6182.032613456529
interested in alternative provisions come to bera alt sig event in june,22.22222222222222,28770.49254471626,47453.18490411019,1.6493699171245169,0,0,0,0.0,7,2,3,Mesolect (Strong Mixing),18682.69235939393
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
the way their profile are matching is this the subunit line for the comeback,0.0,11484.638199690562,19753.89813708764,1.7200279010635164,0,0,0,0.0,13,0,1,Monolingual English,8269.259937397077
wkwkwk jempol nya dh kenyang belom ce,0.0,45463.56481582034,56500.44007431058,1.2427630851914553,0,0,0,0.0,0,6,1,Ambiguous,11036.87525849024
hes such a coach,0.0,17340.59367974551,43750.47426083045,2.5230090196930632,0,0,0,0.0,4,0,0,Monolingual English,26409.88058108494
cat floating swimming in swimming pool water wearing shark suit life jacket with shark fin italian music dolce nonna,6.666666666666665,44185.64126386655,55093.44066812222,1.2468629874378598,0,0,0,0.0,14,1,4,Weak Code-Mixing,10907.799404255667
kawasaki frontale vs johor darul live,33.333333333333336,45926.10120708958,22203.990504119905,0.483472141560588,0,0,0,0.0,2,4,0,Mesolect (Strong Mixing),-23722.110702969676
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
just posted a photo ttdi jaya shah alam,42.85714285714286,14954.445948593924,19262.283799571076,1.2880640222837672,0,0,0,0.0,4,3,1,Mesolect (Strong Mixing),4307.837850977152
ruginya lawa mcm ni jantan pulak,16.666666666666664,45900.0814364531,14919.108856962213,0.32503447466900787,0,0,0,0.0,1,5,0,Monolingual Malay,-30980.972579490888
pemandu jabatan perhutanan pahang cedera diserang dengan parangmore,0.0,45127.749206048335,35777.16383201885,0.7927974353133426,0,0,0,0.0,0,7,1,Ambiguous,-9350.585374029484
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
aku jenis banyak cakap kalau time msg pun aku akan banyak cakap jugak jadinya aku nak orang sama ada energy tu,38.095238095238095,42251.11958230202,6464.472161299183,0.1530012038783227,0,0,0,0.0,8,13,0,Monolingual Malay,-35786.64742100283
photovol blue chypre pm kst,33.333333333333336,46495.73305200569,64360.59194961148,1.384225771376136,0,0,0,0.0,2,1,2,Mesolect (Strong Mixing),17864.858897605787
uhhh actually maybe i misunderstood miri and she was complaining about something else,8.333333333333337,23048.920130536815,52842.18842363219,2.2926101580621636,0,0,0,0.0,11,1,1,Monolingual English,29793.268293095378
today i was sworn in as the state assemblyman for perling in the johor state assembly thus begins the year term from,9.523809523809524,19286.65703641075,27059.954973470278,1.4030401910701544,0,0,0,0.0,19,2,1,Weak Code-Mixing,7773.297937059528
gempa magnitudo getarkan tenggara kabupaten aceh singkil tidak ada korban jiwa,0.0,44463.541147971955,28787.45940152425,0.6474396473668469,0,0,0,0.0,0,8,3,Ambiguous,-15676.081746447704
bener yauda kalo gak percaya ak bakal milih batu lagi,22.22222222222222,44643.9040239527,30804.816075904542,0.6900116992317002,0,0,0,0.0,2,7,1,Mesolect (Strong Mixing),-13839.08794804816
city planning in this country cater for cars not human at one point people will prefer to have their own transportation ins,0.0,13166.371569719102,41889.50366885675,3.181552597618999,0,1,0,0.06818181818181818,22,0,0,Monolingual English,28723.13209913765
cantik jugak homestay kat terengganu ni harga pun okk,44.44444444444444,44862.149300645324,32219.960878304657,0.7181992254178777,0,0,0,0.0,5,4,0,Mesolect (Strong Mixing),-12642.188422340667
jgn la mngamuk xmanis tau always give some smile,25.0,35050.604681968056,26779.541654215645,0.7640250973471081,1,0,0,0.2222222222222222,6,2,1,Mesolect (Strong Mixing),-8271.06302775241
baru saja mengirim foto dealer super sukses motor kawasaki tenggarong,37.5,44645.81216854018,28654.86374645721,0.6418264637741086,0,0,0,0.0,3,5,2,Mesolect (Strong Mixing),-15990.948422082969
the putra mosque putrajaya malaysiabuilding began in completed two years later the mosque is con,14.28571428571429,32771.353754865864,29026.481272342637,0.8857272570875351,0,0,0,0.0,12,2,1,Weak Code-Mixing,-3744.8724825232275
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
anjir bisa gitu war nya,19.999999999999996,46491.72556570221,27881.44795049244,0.599707746082479,0,0,0,0.0,1,4,0,Weak Code-Mixing,-18610.277615209772
taiping ku berubah sesuai mut klw ngg ska ywdh iyh gpp,0.0,44463.541147971955,55654.64972486499,1.2516917970984296,0,0,0,0.0,0,7,4,Ambiguous,11191.108576893035
small boy big god,0.0,47364.89358702588,57585.09613735826,1.2157759001728632,0,0,0,0.0,4,0,0,Monolingual English,10220.202550332382
tahun ni duit raya kita recycle dari yang dgn punye sebab dah tukar siap dari tapi dah tahun tak,42.10526315789473,43680.61561395677,11135.918063496914,0.2549395860606594,0,0,0,0.0,8,11,0,Monolingual Malay,-32544.697550459852
hes into her is back for season stream it p m tomorrow april on iwanttfc go bears fight and win hoo,5.000000000000004,33708.426267741255,44776.21457020731,1.3283389207955358,0,0,0,0.0,19,1,1,Weak Code-Mixing,11067.788302466055
maybe i need to watermark all my pictures in the dm,0.0,10111.178231540001,20320.377668872512,2.009694340614702,0,0,0,0.0,10,0,1,Monolingual English,10209.19943733251
dapat dah baju raya abg try test alhamdulillah sesuai kat badan jenis slim fit ni x taw la camne nak solat ray,45.45454545454546,43542.21402425734,26535.177028991387,0.6094126728192705,1,0,0,0.09090909090909091,10,12,0,Mesolect (Strong Mixing),-17007.03699526595
lu bacot banget anjing,33.333333333333336,47327.29957258058,26391.90070936689,0.5576464524220865,0,0,0,0.0,2,1,1,Mesolect (Strong Mixing),-20935.39886321369
hazwan bakri is back,50.0,24964.00842575823,17496.726141081912,0.700878073852456,0,0,0,0.0,2,2,0,Mesolect (Strong Mixing),-7467.282284676319
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
tiktok updateguess whos in charge,25.0,33621.852681407276,42385.224011431594,1.2606451052255792,0,0,0,0.0,3,1,1,Mesolect (Strong Mixing),8763.371330024318
ada kwn fb pm nak pinjam duit sebenarnya kalau sikit boleh juga bagi pinjam tapi gitu lah bab pinjam ni malas nak,27.27272727272727,43529.7217612283,17288.577524917,0.3971671957783072,0,0,0,0.0,6,16,0,Monolingual Malay,-26241.1442363113
container lga k lahore band kia ha bakri,28.57142857142857,45139.65056180364,43748.38466191009,0.9691786293739983,0,0,0,0.0,5,2,1,Mesolect (Strong Mixing),-1391.2658998935512
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
dennis it was about time you got a better life than you had this had been found severly neglected and now has,0.0,11158.58123279899,36715.92933691363,3.290376130344655,0,0,0,0.0,20,0,2,Monolingual English,25557.348104114637
wo ya jelasssz tp reimburse ki mbayari sik masalahe nek larang aku yo ndak kuatt,45.45454545454546,43975.55530347223,49253.387455937744,1.1200174077630984,0,0,0,0.0,6,5,4,Mesolect (Strong Mixing),5277.832152465511
omgg all my boys are gathering together right now,0.0,13294.402321240734,31672.598186472154,2.3824010603220733,0,0,0,0.0,9,0,0,Monolingual English,18378.19586523142
i went to school and met the school principal because my son told me dia kena cubit and was called bodoh many times by a da,11.538461538461542,15583.703122750807,27692.24811089744,1.7770004916526705,0,0,0,0.0,23,3,0,Weak Code-Mixing,12108.544988146632
this song is me all month,0.0,12845.262742956491,25715.469060647403,2.001941850099415,0,0,0,0.0,6,0,0,Monolingual English,12870.206317690912
kawasaki frontale vs johor darul live,33.333333333333336,45926.10120708958,22203.990504119905,0.483472141560588,0,0,0,0.0,2,4,0,Mesolect (Strong Mixing),-23722.110702969676
jemput dtg semua isnin kita buka ya,28.57142857142857,39635.288143933365,18687.01965287644,0.47147429797950646,0,0,0,0.0,2,5,0,Mesolect (Strong Mixing),-20948.268491056926
dan served only years of his sentence and is now free living in london with his daughter linda,5.555555555555558,13776.882634187765,21058.489720147434,1.5285380792814576,0,0,0,0.0,17,1,0,Weak Code-Mixing,7281.607085959669
today we are going to start a new type of discussion joe vs cobra who wins you decide today we are going to start wi,0.0,8839.071580257882,27208.987429704943,3.0782630486301725,0,0,0,0.0,24,0,1,Monolingual English,18369.91584944706
playing civilization vi with porn addicts is just hopeless they even make it of the game without trading ev,0.0,16837.666632765362,34917.90308845662,2.0737970319775725,0,0,0,0.0,18,0,1,Monolingual English,18080.236455691254
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
wts seventeen pc i accept all price tapi jgn low sangat prefer jeonghan tie dgn pc lain conditio,33.333333333333336,42313.17389209454,51001.89994592482,1.2053432832996158,0,0,0,0.0,10,5,3,Mesolect (Strong Mixing),8688.72605383028
hello your day going jangan tidur terlalu larut love you,40.0,18738.42191120308,20932.94140374159,1.1171133568737974,0,0,0,0.0,6,4,0,Mesolect (Strong Mixing),2194.5194925385113
lanjut ngegas harga batu bara reli tiga hari,0.0,45127.749206048335,21232.678346303623,0.4705016031124786,0,0,0,0.0,0,6,2,Ambiguous,-23895.070859744712
a new york flagship store for sabahs vibrant turkish slippers,9.999999999999998,32979.40686308874,30973.23915808771,0.9391690786517335,0,0,0,0.0,9,1,0,Weak Code-Mixing,-2006.167705001033
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
berapa banyak la baju raya orang ada kat sini ramai la orang taiping pakai baju raya recycle,35.29411764705882,43817.85852280389,9197.801546606308,0.2099098827894464,1,0,0,0.11764705882352941,6,11,0,Monolingual Malay,-34620.05697619758
ada batu jeonghan dong,33.333333333333336,47321.07035888155,12068.032014751418,0.2550244938085261,0,0,0,0.0,1,2,1,Monolingual Malay,-35253.03834413014
giving away wl spots for llamascape to enter follow like,11.111111111111116,35955.46293475541,45759.133759800025,1.2726615102365475,0,0,0,0.0,8,1,1,Weak Code-Mixing,9803.670825044617
kadang tu memang cari penjual negeri asal makanan tu kan sebab konon betul la nasi kerabu dari kelantan hahaha ad,25.0,43629.3714749806,18955.602796136307,0.43446884874347674,2,0,0,0.2,5,15,0,Mesolect (Strong Mixing),-24673.768678844295
prizes sol x the monkey dc nft x whitelist spotsto enter,12.5,45441.255866789004,56077.25619576641,1.2340604397060861,0,0,0,0.0,7,1,3,Weak Code-Mixing,10636.000328977403
ravi to leave cast of days night soompi,14.28571428571429,30827.53367530056,52088.662423874244,1.689679848297705,0,0,0,0.0,6,1,1,Weak Code-Mixing,21261.128748573683
org kedah area mana tu saya kedah,28.57142857142857,45466.370508334396,3765.810463787929,0.08282628284783854,0,0,0,0.0,2,5,0,Monolingual Malay,-41700.560044546466
pompuan mmg kuat cemburu ni baju si dia match gan baju maroon abg nk pakai raya nanti tapi tue la dia awal,40.90909090909091,43533.23455192872,35570.98261578262,0.8170994639360346,1,0,0,0.09090909090909091,9,13,0,Mesolect (Strong Mixing),-7962.251936146102
single album c i t t cheese in the trap concept photo pm kst release,6.666666666666665,30106.907383676,39590.65179398992,1.3150022780305897,0,0,0,0.0,14,1,0,Weak Code-Mixing,9483.74441031392
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
kindly request you to be the voice of hazara people and share the truth and let the world how hazaras are b,0.0,7152.232040917896,22083.861845259493,3.087688111755574,0,0,0,0.0,20,0,2,Monolingual English,14931.629804341597
tempah je lah haha,25.0,30504.019267410193,9844.656179507325,0.3227330829162285,0,0,0,0.0,3,1,0,Monolingual Malay,-20659.363087902868
wl giveaway follow tag f,19.999999999999996,46565.652857445595,53291.48504823104,1.1444376225407098,0,0,0,0.0,4,1,0,Weak Code-Mixing,6725.832190785448
another night another merasa diri sendiri tak berguna penat betul hari bisik dekat diri sendiri suruh kuat,23.529411764705888,43848.84814301108,17906.163521516944,0.4083610922484619,0,0,0,0.0,4,13,0,Mesolect (Strong Mixing),-25942.684621494132
winner takes all you need is love,0.0,18655.623957465297,26117.07075085642,1.3999569679579291,0,0,0,0.0,7,0,0,Monolingual English,7461.446793391122
eh dia tak mampu tu masalah dia la i mean if the best option tht you have then kalau tak buat apa tanya e,29.166666666666664,22390.895696868134,8550.72594313615,0.3818840505041592,1,0,0,0.08333333333333333,17,7,0,Monolingual Malay,-13840.169753731983
issok i still need my plastic straws,16.666666666666664,31401.879659303915,56406.6229826892,1.796281738376026,0,0,0,0.0,5,1,1,Weak Code-Mixing,25004.743323385286
boleh kita serupa jurrr tp yg penting kedai sentiasa terbuka walk in je beli hahahahha,40.0,41405.37459267906,16149.3099439368,0.39002931630987303,0,0,0,0.0,6,9,0,Monolingual Malay,-25256.064648742256
look where is so called fans who want to use while the real couple cast together as reel jodi in their first s,0.0,13618.60087493216,26869.804034911995,1.9730223597617433,0,0,0,0.0,21,0,2,Monolingual English,13251.203159979834
